#Codigo;Cidade ;População 2013;Legislativa(2013);Judiciária(2013);Essencial à Justiça(2013);Administração(2013);Defesa Nacional(2013);Segurança Pública(2013);Relações Exteriores(2013);Assistência Social(2013);Previdência Social(2013);Saúde(2013);Trabalho(2013);Educação(2013);Cultura(2013);Direitos da Cidadania(2013);Urbanismo(2013);Habitação(2013);Saneamento(2013);Gestão Ambiental(2013);Ciência e Tecnologia(2013);Agricultura(2013);Organização Agrária(2013);Indústria(2013);Comércio e Serviços(2013);Comunicações(2013);Energia(2013);Transporte(2013);Desporto e Lazer(2013);Encargos Especiais(2013);Despesas (Intraorçamentárias)(2013);Legislativa(2014);Judiciária(2014);Essencial à Justiça(2014);Administração(2014);Defesa Nacional(2014);Segurança Pública(2014);Relações Exteriores(2014);Assistência Social(2014);Previdência Social(2014);Saúde(2014);Trabalho(2014);Educação(2014);Cultura(2014);Direitos da Cidadania(2014);Urbanismo(2014);Habitação(2014);Saneamento(2014);Gestão Ambiental(2014);Ciência e Tecnologia(2014);Agricultura(2014);Organização Agrária(2014);Indústria(2014);Comércio e Serviços(2014);Comunicações(2014);Energia(2014);Transporte(2014);Desporto e Lazer(2014);Encargos Especiais(2014);Despesas (Intraorçamentárias)(2014);LOF_REL_NOR;LOF_SUA_NOR
412665;Sulina - PR;3366.0;0.00;0.00;0.00;3089348.49;0.00;0.00;0.00;589100.32;0.00;2314345.13;0.00;2736462.92;144683.16;0.00;598737.04;0.00;69022.31;29237.70;0.00;756705.97;0.00;0.00;32389.08;0.00;0.00;3027306.43;143957.79;0.00;0.00;0.00;0.00;0.00;2304726.40;0.00;0.00;0.00;988835.82;0.00;3154319.05;0.00;2247167.89;54554.84;0.00;1416020.70;0.00;54562.03;0.00;0.00;787194.73;0.00;0.00;2573.00;0.00;0.00;2967718.64;194817.45;388807.88;0.00;1.41;1.08
420665;Guatambú - SC;4746.0;563128.08;0.00;0.00;1960619.09;0.00;69507.47;0.00;790205.27;0.00;3770958.79;0.00;3364018.14;474.40;0.00;579139.13;0.00;0.00;153943.66;0.00;898080.50;0.00;0.00;0.00;0.00;0.00;1589600.83;92951.77;599020.81;0.00;589819.84;0.00;0.00;1888670.23;0.00;134651.57;0.00;1120815.39;0.00;3785157.63;0.00;4355211.23;100.00;0.00;541832.58;0.00;0.00;181453.95;0.00;1805474.42;0.00;0.00;0.00;0.00;0.00;1697135.61;111815.64;793738.19;0.00;1.23;1.06
431040;Independência - RS;6714.0;771794.38;0.00;0.00;1831191.28;0.00;386.14;0.00;485310.36;993210.34;3578816.24;0.00;3485438.88;44312.58;0.00;673353.23;35467.39;78554.62;39661.18;0.00;420633.17;0.00;33.89;0.00;0.00;0.00;425879.10;5917.80;770907.04;1237020.41;541772.03;0.00;0.00;3356643.64;0.00;0.00;0.00;274474.19;1056506.48;4333381.00;0.00;3521552.61;77227.59;0.00;317518.03;32014.56;82204.97;1688.50;0.00;295470.26;0.00;3522.32;10000.00;0.00;0.00;565669.59;17303.30;987372.64;1476128.29;1.17;1.02
432253;Vale do Sol - RS;11563.0;655782.93;0.00;0.00;5109349.31;0.00;34653.53;0.00;425213.29;0.00;4592671.85;0.00;6985692.16;219659.11;62528.38;9187.30;0.00;424100.08;93436.00;0.00;506187.79;0.00;17781.64;6306.22;0.00;109494.00;1467854.89;2383.00;824249.01;1187920.33;735949.83;0.00;0.00;4925977.74;0.00;38797.18;0.00;513052.32;0.00;4720871.81;0.00;6382357.72;123621.49;64660.56;1382.70;0.00;604077.62;58617.74;0.00;827865.41;0.00;0.00;28135.93;0.00;140914.18;1465173.22;41227.93;1157665.85;1412815.17;1.44;1.27
431870;São Leopoldo - RS;225520.0;8026472.92;2693720.09;0.00;81370888.18;824.57;12993879.16;0.00;15088539.98;24197502.03;150864821.92;220317.70;125547927.60;2457482.78;1107080.99;28972254.16;8414146.23;35505812.31;15600559.92;0.00;22860.19;0.00;1740189.06;0.00;0.00;0.00;1151530.89;1500176.53;15659354.16;14837938.94;8775499.79;3415818.31;0.00;83891479.97;0.00;14721332.96;0.00;15371780.51;28436434.48;174826543.41;413038.31;138437134.52;1495565.63;1125941.75;21575663.20;2857973.98;40912088.88;27195347.57;0.00;0.00;0.00;2801828.07;384713.97;182684.68;0.00;194727.13;301900.33;17989601.78;22137875.20;1.24;1.15
220060;Angical do Piauí - PI;6703.0;396651.40;0.00;0.00;1867223.77;0.00;0.00;0.00;544585.69;570421.40;3451890.57;0.00;3787536.92;155997.00;0.00;584660.15;0.00;248758.67;0.00;0.00;72147.60;0.00;0.00;0.00;0.00;0.00;1310.00;84797.00;94480.95;0.00;430138.27;0.00;0.00;1872479.04;0.00;0.00;0.00;626281.53;810419.91;3864893.75;0.00;3991111.12;118980.00;0.00;587400.16;0.00;323671.94;0.00;0.00;139783.84;0.00;0.00;0.00;0.00;0.00;7800.00;321947.72;122619.33;0.00;1.05;0.98
430070;Anta Gorda - RS;6235.0;358368.85;0.00;0.00;1073598.67;0.00;0.00;0.00;418728.86;1107599.39;3103411.76;0.00;2823825.24;81967.04;0.00;329760.47;0.00;44315.00;53308.60;285.00;632197.08;0.00;154207.81;321402.47;232485.22;0.00;2500011.01;152792.31;418569.82;915377.17;519700.48;0.00;0.00;1512827.85;0.00;0.00;0.00;379133.68;1145374.18;3329628.41;0.00;2809935.89;74680.28;0.00;413003.22;0.00;19892.12;78438.54;0.00;1896679.50;0.00;116608.49;444135.75;233296.32;0.00;3186769.39;68072.45;524473.17;0.00;1.88;1.16
311180;Canápolis - MG;11882.0;1303609.49;349990.31;0.00;4344818.05;0.00;0.00;0.00;716459.44;953425.91;6381499.13;0.00;5186641.61;452496.52;0.00;2012071.28;8774.00;0.00;11204.60;0.00;1232696.86;0.00;0.00;0.00;0.00;0.00;288752.84;671700.99;0.00;0.00;1356452.78;358573.25;0.00;5244961.30;0.00;0.00;0.00;1019618.18;939468.14;7581609.35;0.00;6217910.68;663147.62;0.00;2762981.00;0.00;0.00;6383.81;0.00;1169700.95;0.00;0.00;0.00;4700.00;0.00;134990.28;563735.93;0.00;0.00;1.33;1.11
421165;Novo Horizonte - SC;2681.0;410251.57;0.00;0.00;1449308.02;0.00;5888.93;0.00;261771.90;228037.16;2161996.44;0.00;2256390.41;49337.54;0.00;79086.71;5639.33;0.00;0.00;0.00;1259699.70;0.00;0.00;0.00;0.00;0.00;965523.59;141306.32;0.00;322125.53;541711.91;0.00;0.00;1648152.78;0.00;5324.31;0.00;351966.36;286393.62;2488217.32;0.00;2897540.16;159488.60;0.00;442039.26;51842.79;0.00;0.00;0.00;2256528.26;0.00;0.00;0.00;0.00;0.00;2509259.51;174873.22;0.00;340773.87;1.28;1.13
420950;Laurentino - SC;6402.0;619095.37;0.00;0.00;1869908.11;0.00;565305.78;0.00;573347.74;0.00;2573933.14;0.00;3799215.99;23600.20;0.00;989349.29;117213.50;0.00;8584.81;0.00;1084384.75;0.00;0.00;0.00;0.00;0.00;1721871.82;173936.91;454950.00;0.00;0.00;0.00;0.00;1911897.22;0.00;351327.05;0.00;662560.01;0.00;3015944.31;0.00;5032844.79;39685.62;72897.96;1364911.11;129237.33;0.00;6954.46;0.00;1084065.43;0.00;0.00;820.00;0.00;0.00;1956224.26;1081825.11;527021.47;0.00;1.58;1.22
292650;Ribeira do Amparo - BA;15186.0;675507.07;101693.35;0.00;4876076.51;0.00;11500.00;0.00;1179673.55;0.00;5838461.01;0.00;11080336.05;713943.85;0.00;2506721.29;0.00;628624.65;163730.41;0.00;12483.00;0.00;0.00;0.00;0.00;0.00;1939145.11;230658.54;624371.14;0.00;982715.70;100906.00;0.00;7418657.09;0.00;0.00;0.00;1018308.76;0.00;3467984.02;0.00;12531727.74;480954.00;0.00;2485317.73;0.00;191308.80;217066.00;0.00;39474.34;0.00;0.00;0.00;0.00;144177.85;403156.25;154916.90;487453.39;0.00;1.21;1.07
220217;Campo Largo do Piauí - PI;7016.0;389885.52;0.00;0.00;2030187.56;0.00;0.00;0.00;312089.81;0.00;2110898.64;0.00;6651572.33;40010.73;0.00;514415.57;231777.28;332971.88;0.00;0.00;59760.59;0.00;0.00;0.00;0.00;13890.05;50295.00;145348.88;42343.32;0.00;406997.60;0.00;0.00;2183496.26;0.00;0.00;0.00;342193.17;0.00;3211591.10;0.00;7423375.69;20990.50;0.00;419484.30;0.00;491187.24;76983.80;0.00;58656.89;0.00;0.00;0.00;0.00;20073.27;0.00;65269.16;56131.49;0.00;1.07;1.06
430595;Cotiporã - RS;4019.0;242864.53;0.00;0.00;3688656.91;0.00;0.00;0.00;435149.52;0.00;3235735.70;0.00;3191260.08;181182.92;0.00;513009.07;11387.12;96312.34;125089.54;0.00;1328594.47;0.00;0.00;16269.94;0.00;0.00;750592.59;404495.43;342177.82;0.00;264672.36;0.00;0.00;3816502.51;0.00;15000.00;0.00;331928.98;0.00;3400954.33;0.00;2721790.50;342884.21;0.00;3540801.62;0.00;351638.82;0.00;0.00;981823.08;0.00;0.00;44928.23;0.00;0.00;613507.72;702481.85;643959.02;0.00;1.48;1.03
430583;Coqueiro Baixo - RS;1567.0;260307.37;0.00;0.00;1072099.39;0.00;18926.80;0.00;435784.76;0.00;2004879.00;0.00;1868657.84;56834.34;0.00;93607.70;10616.49;57235.98;36356.31;0.00;1085114.98;0.00;0.00;1230.00;389.35;11103.74;1307047.60;24473.52;282702.88;0.00;274850.08;0.00;0.00;1236691.02;0.00;17733.03;0.00;482620.28;0.00;2197828.65;0.00;1732289.75;90875.76;0.00;479235.44;11343.30;72740.16;79000.86;0.00;1216735.62;0.00;0.00;0.00;719.69;0.00;1720700.24;31625.61;162117.73;0.00;1.30;1.03
220551;Juazeiro do Piauí - PI;4828.0;383953.61;0.00;0.00;1592445.45;0.00;0.00;0.00;434792.34;23855.08;1850868.33;0.00;4862810.20;92985.10;0.00;615386.20;800.00;229914.00;8939.42;0.00;47616.50;0.00;0.00;0.00;7450.00;128734.57;19944.76;57991.19;0.00;0.00;418263.32;0.00;0.00;1709821.87;0.00;0.00;0.00;608900.81;75670.30;2328108.93;0.00;5334267.15;167132.17;0.00;934325.03;0.00;315165.70;0.00;0.00;40501.80;0.00;0.00;0.00;3500.00;43672.08;55392.00;101284.40;0.00;0.00;1.22;1.03
431349;Novo Barreiro - RS;4138.0;380681.74;0.00;0.00;2174135.55;0.00;2250.00;0.00;467320.01;396171.80;2402331.32;0.00;2649083.78;0.00;0.00;181859.11;0.00;138122.48;111942.67;0.00;690640.87;0.00;157027.87;0.00;0.00;0.00;822648.60;58669.87;416394.81;776379.52;374356.94;0.00;0.00;2400054.82;0.00;0.00;0.00;668035.49;494893.70;2624086.30;0.00;2382950.73;115000.00;0.00;170014.89;0.00;159301.50;118681.08;0.00;811586.81;0.00;203153.50;0.00;0.00;0.00;1021006.28;356069.09;293309.26;473686.80;1.34;1.09
220160;Beneditinos - PI;10014.0;399596.65;0.00;0.00;1516689.83;0.00;0.00;0.00;544401.13;0.00;3969974.99;0.00;6765495.49;70519.55;0.00;511368.66;32582.38;128399.73;0.00;0.00;40665.31;0.00;0.00;0.00;0.00;0.00;0.00;286868.62;153310.76;0.00;458295.81;0.00;0.00;1701896.00;0.00;0.00;0.00;708632.80;0.00;4887241.67;0.00;8907922.94;93255.85;0.00;813336.44;0.00;437878.56;0.00;0.00;64421.97;0.00;0.00;0.00;0.00;0.00;0.00;350908.66;74688.33;0.00;1.01;1.01
292805;Santa Luzia - BA;13710.0;770931.38;0.00;0.00;4233826.26;0.00;0.00;0.00;716634.94;0.00;4820791.32;0.00;8270327.61;1875.50;0.00;1064511.19;0.00;0.00;0.00;0.00;980.00;0.00;0.00;0.00;0.00;0.00;9734.00;30224.80;434105.83;0.00;825574.14;0.00;0.00;8658811.94;0.00;0.00;0.00;293018.12;0.00;3126766.04;0.00;9220008.76;207005.00;0.00;893214.52;0.00;1905.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;58303.00;371176.60;675298.39;0.00;1.08;1.12
431295;Nova Boa Vista - RS;1978.0;289093.83;0.00;0.00;1333593.61;0.00;12519.32;0.00;251887.21;310528.81;2320630.42;0.00;2199663.29;186370.40;0.00;580920.37;0.00;116734.70;32781.63;0.00;844230.50;0.00;9486.02;0.00;0.00;0.00;736571.85;103129.61;251475.93;399080.95;305004.64;0.00;0.00;2362709.52;0.00;23364.16;0.00;286508.29;370604.05;2142309.88;0.00;2107745.50;96307.39;0.00;218723.27;0.00;101660.46;113750.89;0.00;1097566.89;0.00;70000.00;26693.50;0.00;0.00;637946.21;144235.67;350154.61;441791.28;1.26;1.03
220559;Lagoa do Sítio - PI;4995.0;371800.32;0.00;0.00;2318346.44;0.00;0.00;0.00;690534.90;0.00;2533060.89;0.00;4015950.36;109406.96;0.00;131890.72;0.00;359551.45;0.00;0.00;156903.79;0.00;0.00;0.00;0.00;0.00;446155.00;10577.20;0.00;0.00;408862.88;0.00;0.00;2474776.62;0.00;0.00;0.00;770264.53;0.00;2059050.31;0.00;5517390.46;129372.03;0.00;199866.25;0.00;529784.16;0.00;0.00;173376.34;0.00;0.00;0.00;0.00;0.00;221955.00;73845.54;0.00;0.00;1.19;1.01
432260;Venâncio Aires - RS;69154.0;3487702.23;570577.22;0.00;14548272.61;0.00;348047.02;0.00;2613333.10;9021895.35;36195529.31;852928.11;27564001.99;535135.40;0.00;4915356.46;434799.15;0.00;3920077.55;0.00;2494943.82;0.00;163687.95;195311.34;0.00;0.00;2120916.47;1245974.93;4994963.92;10705673.10;3704839.04;739917.85;0.00;10792431.57;0.00;279637.86;0.00;3293010.85;10487464.27;47542241.67;25079.09;29904302.03;807139.62;0.00;31522612.43;509970.72;0.00;4359688.34;0.00;5746426.15;0.00;1071707.34;627393.29;0.00;0.00;0.00;1635953.55;12031232.61;12713997.82;1.28;1.12
430100;Arroio do Meio - RS;19792.0;837137.67;0.00;0.00;4202710.62;0.00;0.00;0.00;1466135.38;1772990.91;8080158.37;0.00;13571408.45;447156.75;4421.03;2741273.46;0.00;0.00;886060.42;0.00;2024235.38;0.00;1912340.74;0.00;83178.77;442458.43;3423052.64;142364.90;1349731.25;0.00;915889.40;0.00;0.00;4420703.88;0.00;0.00;0.00;1799322.04;2350591.91;9999847.62;0.00;14732907.46;427358.94;1356.25;2290977.34;0.00;0.00;1183197.97;0.00;2739286.90;0.00;1488630.97;0.00;0.00;616447.72;3686531.65;1333148.94;450388.17;1057671.85;1.60;1.21
430630;David Canabarro - RS;4834.0;450590.84;0.00;0.00;1755992.30;0.00;23200.00;0.00;280383.43;0.00;3601368.43;0.00;2841765.69;218070.95;8338.67;418830.60;0.00;33388.05;77118.08;0.00;648756.66;0.00;73326.39;0.00;146242.10;0.00;1009858.10;223812.08;458705.52;0.00;723215.13;0.00;0.00;1934682.36;0.00;23262.15;0.00;326540.17;0.00;4032010.29;0.00;3660032.67;436923.24;106154.62;656157.50;0.00;44013.97;116508.28;0.00;1131561.48;0.00;57898.83;0.00;71030.57;0.00;1362346.77;232054.46;405495.49;0.00;1.53;1.17
420050;Águas de Chapecó - SC;6313.0;673526.75;0.00;0.00;1459160.27;0.00;22887.73;0.00;913516.93;0.00;3437691.43;201814.22;2577057.25;89182.63;0.00;1077534.54;12368.56;0.00;51567.86;0.00;1041878.17;0.00;0.00;0.00;0.00;0.00;1440685.94;146416.05;264826.93;0.00;739196.46;0.00;0.00;1693251.69;0.00;55139.88;0.00;863864.46;0.00;3701145.00;440168.43;3002434.08;56536.14;0.00;941095.16;212168.65;56862.75;0.00;0.00;1560795.07;0.00;0.00;0.00;0.00;0.00;1680777.41;152205.09;260847.77;0.00;1.58;1.13
431215;Mato Leitão - RS;4126.0;391763.47;0.00;0.00;1981467.49;0.00;21158.75;0.00;354498.94;0.00;2983934.57;0.00;3236044.79;140021.06;0.00;325845.09;144658.89;0.00;66263.73;0.00;922195.36;0.00;680576.26;17540.00;6681.70;11674.96;382895.89;67891.79;805245.65;526914.67;411409.21;5333.60;0.00;2850986.61;0.00;22276.99;0.00;453941.12;0.00;3419794.65;0.00;4875512.28;206080.69;0.00;142365.61;52699.08;334864.87;68128.20;0.00;1047122.80;0.00;745766.92;13326.18;17577.97;0.00;472026.89;73642.88;813682.53;0.00;1.91;1.09
430510;Caxias do Sul - RS;465304.0;18089454.78;0.00;5690866.61;85438533.69;0.00;14338585.61;0.00;36629255.90;1943657.73;338014980.03;111130.36;214161778.84;19750232.25;155286.53;117351812.02;6430712.07;120862403.66;22804685.82;7681.69;6605481.81;0.00;0.00;4618146.63;0.00;0.00;16140827.08;9089230.72;189145617.68;113084576.17;19027133.75;393.84;5796242.33;113881319.84;0.00;17076745.26;0.00;39883990.53;2214290.20;395866306.97;555382.96;240683097.23;18653635.03;160257.41;126060480.32;11798962.69;123776779.84;27442133.08;85448.55;6723265.13;0.00;0.00;2630411.68;0.00;0.00;13001936.52;14168083.06;216372689.44;131434991.02;2.02;1.10
220177;Boa Hora - PI;6516.0;359530.79;0.00;0.00;1959379.54;0.00;0.00;0.00;399365.18;0.00;2705454.35;0.00;7173763.64;2190.00;0.00;218193.56;0.00;85610.00;7152.00;0.00;89071.94;0.00;0.00;0.00;47160.00;59066.31;55884.70;166848.34;93068.04;0.00;0.00;0.00;0.00;2089954.06;0.00;0.00;0.00;557849.99;0.00;2760413.14;0.00;7794270.49;0.00;0.00;246588.81;0.00;503967.00;0.00;0.00;37170.36;0.00;0.00;0.00;36062.00;0.00;10356.62;183313.20;55665.42;0.00;1.34;1.18
420770;Ipumirim - SC;7435.0;590220.05;0.00;48445.24;2150083.25;0.00;53000.00;0.00;824389.34;0.00;5515439.11;0.00;5259681.70;65394.78;0.00;1058377.99;0.00;0.00;37740.44;0.00;1136898.38;0.00;0.00;62355.16;0.00;0.00;2035379.53;345337.76;1226729.14;0.00;602886.13;0.00;49097.35;2301721.77;0.00;68000.00;0.00;211142.65;0.00;5784911.10;0.00;6635751.53;155874.92;0.00;2350895.76;0.00;0.00;23498.00;0.00;1817137.56;0.00;0.00;111602.70;0.00;0.00;3181474.95;373062.04;1291046.93;0.00;1.21;1.15
431545;Relvado - RS;2205.0;305307.46;0.00;0.00;1355991.56;0.00;22068.00;0.00;436163.49;0.00;2396842.39;0.00;1635877.91;126550.17;0.00;141764.37;36397.62;165859.38;88296.93;0.00;1062258.33;0.00;41118.06;21047.00;6419.00;3851.00;1782857.86;39923.00;192286.56;0.00;330538.81;0.00;0.00;1466537.85;0.00;26843.60;0.00;564593.55;0.00;2565895.91;0.00;1661684.63;83242.56;0.00;172499.76;19810.80;189757.01;109859.48;0.00;1875641.71;0.00;18995.52;16775.30;7030.00;0.00;2013061.13;56869.82;119860.70;0.00;1.21;1.02
411695;Nova Esperança do Sudoeste - PR;5218.0;0.00;0.00;0.00;2630602.22;0.00;0.00;0.00;538894.76;0.00;3777076.38;0.00;2763022.93;26813.53;0.00;1149846.11;0.00;0.00;101292.73;0.00;850279.61;0.00;0.00;0.00;0.00;0.00;1687501.05;197914.59;82808.08;0.00;0.00;0.00;0.00;3234825.38;0.00;0.00;0.00;584281.99;0.00;4643100.09;0.00;3401458.54;104800.74;0.00;2121404.50;0.00;0.00;124519.12;0.00;918258.36;0.00;0.00;0.00;0.00;0.00;1623615.95;102184.42;174496.78;0.00;1.20;1.04
420055;Águas Frias - SC;2430.0;374555.47;0.00;0.00;1342997.71;0.00;6124.15;0.00;479370.93;0.00;2129180.23;0.00;1702295.82;22837.27;0.00;469573.20;0.00;0.00;0.00;0.00;1075299.84;0.00;0.00;0.00;0.00;0.00;923305.00;229744.23;253208.85;0.00;353978.23;0.00;0.00;1546355.50;0.00;10977.65;0.00;589334.48;0.00;2344561.26;0.00;2215131.29;25098.74;0.00;1068179.32;16000.00;0.00;0.00;0.00;1662244.32;0.00;373528.12;0.00;0.00;0.00;2126451.61;243760.00;250833.79;0.00;1.44;1.06
110012;Ji-Paraná - RO;128026.0;6265958.11;0.00;0.00;27138465.63;0.00;21590.00;0.00;3417495.75;3695270.87;43263393.22;0.00;34398275.51;508906.46;0.00;12138221.77;0.00;214431.08;799154.83;0.00;4811232.13;0.00;3000800.00;225174.93;0.00;0.00;8980984.18;724856.38;2913593.37;5530025.38;6574926.93;0.00;0.00;27479656.07;0.00;0.00;0.00;4063335.34;4698951.76;51386022.47;0.00;37242056.92;812039.93;0.00;19495633.29;1009610.00;940598.99;960992.76;0.00;4717063.51;0.00;0.00;0.00;0.00;0.00;14708566.61;1500188.58;3481498.61;5922171.16;1.26;1.11
291290;Ibirataia - BA;18546.0;1149777.30;0.00;0.00;9558630.12;0.00;30785.33;0.00;811556.67;0.00;4806053.84;0.00;14580643.66;681728.48;0.00;2063706.86;24296.48;0.00;0.00;0.00;141632.67;0.00;0.00;741215.07;0.00;127469.42;0.00;288401.28;0.00;0.00;1261666.05;0.00;0.00;8023987.48;0.00;11352.00;0.00;589350.03;0.00;9613638.73;0.00;15314448.86;520491.30;0.00;2242165.64;6854.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;359407.48;47391.60;1218324.89;0.00;1.37;1.31
355610;Valentim Gentil - SP;12012.0;592950.67;0.00;0.00;4379231.27;0.00;0.00;0.00;692353.34;191630.79;5526781.92;0.00;6229178.99;336039.79;0.00;1237676.85;0.00;307884.28;0.00;0.00;10278.59;0.00;0.00;678624.65;0.00;460093.32;454111.83;146743.43;259000.12;1074774.96;868724.20;0.00;0.00;8253513.89;0.00;0.00;0.00;968131.74;339355.20;7991212.89;0.00;8251961.79;749363.84;0.00;2488795.28;0.00;0.00;99217.20;0.00;4431.42;0.00;0.00;85419.47;0.00;503040.57;633416.96;158169.02;412685.83;0.00;1.30;1.11
220230;Canto do Buriti - PI;20528.0;1031705.58;0.00;0.00;4061968.62;0.00;0.00;0.00;1382330.73;0.00;6995811.31;92276.68;9224169.34;349927.98;0.00;1572834.00;0.00;1229578.35;0.00;0.00;435229.91;0.00;0.00;0.00;8553.00;435180.43;42237.00;15975.68;0.00;0.00;1228784.73;0.00;0.00;4275301.66;0.00;0.00;0.00;1365548.54;0.00;9299413.97;114442.69;14522356.82;515651.25;0.00;1953271.93;0.00;1826827.89;0.00;0.00;447475.03;0.00;0.00;0.00;0.00;449130.79;63905.50;193524.79;0.00;0.00;1.10;1.13
350610;Bebedouro - SP;77487.0;3943791.23;0.00;932651.61;15825577.87;0.00;3978306.07;0.00;8954520.12;10846968.65;48302513.58;0.00;51123726.33;656467.29;0.00;18589220.37;192175.17;14134088.07;221532.47;0.00;808539.36;0.00;0.00;855244.00;0.00;0.00;708336.56;2860644.86;2671437.04;0.00;4329047.92;0.00;1379937.10;14569106.88;0.00;4405479.40;0.00;8834862.63;12324665.72;56014316.98;0.00;56105806.64;890769.78;0.00;19167722.82;474654.75;17630911.36;227208.98;0.00;982160.80;0.00;0.00;0.00;0.00;0.00;140343.51;2974422.30;5849692.15;0.00;1.25;1.10
355330;Tambaú - SP;23159.0;935593.73;0.00;564806.89;7098976.18;0.00;69072.82;0.00;2484686.36;3889321.75;12400965.78;0.00;14344567.78;335400.01;0.00;3477648.12;100000.00;3275386.45;308890.00;61932.06;77908.99;0.00;0.00;280944.14;0.00;0.00;906324.05;530943.74;1521912.60;2873823.34;960240.87;0.00;1288214.61;7879219.39;0.00;49169.95;0.00;3540117.42;5013035.49;14786924.73;0.00;15940430.89;591300.87;0.00;4554666.30;100526.53;5521154.56;852933.33;46676.67;252722.55;0.00;0.00;553898.44;0.00;0.00;1280627.26;703014.26;1015234.37;0.00;1.55;1.17
431344;Novo Tiradentes - RS;2330.0;315345.74;0.00;0.00;2029764.48;0.00;0.00;0.00;355360.35;766285.42;1861816.08;0.00;1821872.80;36495.50;0.00;114607.79;45110.12;216217.12;51259.30;0.00;1412880.93;0.00;0.00;0.00;0.00;117680.50;709452.87;156546.62;334153.75;0.00;338902.82;0.00;0.00;1771454.23;0.00;0.00;0.00;382547.82;467981.19;2121124.45;0.00;2610589.95;81059.98;0.00;200978.22;105725.24;448566.14;55675.41;0.00;1399105.34;0.00;0.00;0.00;0.00;121977.07;632710.48;406396.33;331233.17;602917.26;1.39;1.06
432252;Vale Verde - RS;3404.0;488628.80;0.00;0.00;1991404.90;0.00;13524.40;0.00;520286.91;226845.61;2393584.50;0.00;2582853.92;37262.75;0.00;207042.40;0.00;231205.33;804.00;0.00;654155.17;0.00;46353.19;85600.73;0.00;0.00;825398.73;14968.40;187937.66;0.00;525608.41;0.00;0.00;1673660.34;0.00;31981.12;0.00;627870.51;310459.56;2570081.97;0.00;2976280.02;36839.17;0.00;192743.08;0.00;208629.45;3298.00;0.00;745245.21;0.00;34115.47;89890.46;0.00;0.00;1013957.36;27469.94;249157.85;417047.63;1.22;1.04
150563;Piçarra - PA;12720.0;0.00;0.00;0.00;8914437.56;0.00;0.00;0.00;234451.49;0.00;4229131.63;0.00;9803395.72;810.00;0.00;550750.76;0.00;0.00;0.00;0.00;1680.15;0.00;0.00;99898.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;800.00;1993577.70;0.00;0.00;0.00;1081868.85;161765.64;5577465.70;0.00;14943473.05;52182.21;0.00;5402634.42;4483.01;0.00;397613.48;0.00;637489.66;0.00;0.00;0.00;0.00;0.00;0.00;120988.35;359774.37;0.00;1.56;1.24
431205;Marques de Souza - RS;4176.0;407290.11;0.00;0.00;1978904.91;0.00;0.00;0.00;506735.75;0.00;2837378.62;0.00;2720140.78;66922.93;0.00;231375.12;0.00;0.00;264792.89;0.00;1277314.30;0.00;0.00;0.00;0.00;148611.33;1498134.26;34110.24;0.00;0.00;409929.73;0.00;0.00;1939542.09;0.00;0.00;0.00;539634.61;0.00;4266649.52;0.00;3778624.73;65139.62;0.00;32216.52;0.00;0.00;220741.38;0.00;1163990.62;0.00;0.00;0.00;0.00;113128.76;1495383.06;43821.89;0.00;0.00;1.32;1.05
431070;Itatiba do Sul - RS;4106.0;195511.37;0.00;0.00;1668325.50;0.00;0.00;0.00;427311.49;699920.90;3250447.78;0.00;3735109.45;35731.70;0.00;246980.70;0.00;9945.83;0.00;0.00;952486.16;0.00;0.00;0.00;12850.60;0.00;1073928.29;5064.39;603946.82;0.00;195354.10;108.00;0.00;1910740.09;0.00;0.00;0.00;522242.37;874073.39;4361462.36;0.00;3674825.46;31147.09;846.00;304411.61;0.00;45580.05;0.00;0.00;982620.29;0.00;0.00;0.00;15277.74;0.00;2312994.12;27338.88;489599.42;0.00;1.35;1.06
432255;Vanini - RS;2071.0;352252.85;0.00;0.00;2196574.42;0.00;4855.83;0.00;495142.47;48989.02;2300707.79;0.00;1670860.47;142008.35;0.00;621455.55;16438.65;129441.15;1947.50;0.00;456705.12;0.00;36749.00;7644.00;25802.46;0.00;721778.31;86243.95;279472.25;0.00;413625.51;0.00;0.00;1561629.78;0.00;12083.02;0.00;822308.52;52265.22;2373491.27;0.00;1958657.17;97581.61;0.00;623132.44;2719.90;123660.70;835.54;0.00;953544.59;0.00;33546.33;13949.00;16767.96;0.00;1147233.95;45798.93;282225.86;0.00;1.29;1.02
220605;Massapê do Piauí - PI;6305.0;364817.08;0.00;0.00;1453873.52;0.00;0.00;0.00;1123843.64;0.00;2261728.40;0.00;5066785.99;141560.04;0.00;717928.78;0.00;255464.02;0.00;0.00;132982.81;0.00;0.00;0.00;0.00;0.00;194630.52;65676.11;0.00;0.00;403110.96;0.00;0.00;1719585.18;0.00;0.00;0.00;634489.30;0.00;3104731.44;0.00;4925749.33;99043.99;0.00;562722.53;0.00;353384.78;0.00;0.00;137235.37;0.00;0.00;0.00;0.00;25247.00;0.00;77471.09;0.00;0.00;1.13;1.04
